artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,ID,Gender,Age,Country,Genres,Followers,URI
Trey Songz,Na Na,231906,FALSE,2015,62,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,"hip hop, pop, R&B",2iojnBLj0qIMiKPvVhLnsH,male,35,US,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",7482041,spotify:artist:2iojnBLj0qIMiKPvVhLnsH
Ne-Yo,Miss Independent,232000,FALSE,2008,71,0.668,0.673,1,-5.714,1,0.145,0.48,0,0.194,0.727,171.812,"pop, R&B",21E3waRsmPlU7jZsS13rcj,male,40,US,"['dance pop', 'pop', 'r&b', 'urban contemporary']",8514125,spotify:artist:21E3waRsmPlU7jZsS13rcj
Backstreet Boys,Incomplete,239586,FALSE,2005,63,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,pop,5rSXSAkZ67PYJSvpUpkOr7,mixed,27,US,"['boy band', 'dance pop', 'pop']",5491812,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7
Bruno Mars,Locked out of Heaven,233478,FALSE,2012,85,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,pop,0du5cEVh5yTK9QJze8zA0C,male,34,US,"['dance pop', 'pop']",52946753,spotify:artist:0du5cEVh5yTK9QJze8zA0C
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,TRUE,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996,"hip hop, pop",1YfEcTuGvBQ8xSD1f53UnK,male,48,US,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2620656,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK
Jessie J,Domino,231840,FALSE,2011,74,0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,"hip hop, pop",2gsggkzM5R49q6jpPvazou,female,32,GB,"['dance pop', 'pop']",11757334,spotify:artist:2gsggkzM5R49q6jpPvazou
Outkast,Hey Ya!,235213,FALSE,2003,80,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,"hip hop, pop",1G9G7WwrXka3Z1r7aIDjI7,mixed,29,US,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2450129,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7
Desiigner,Tiimmy Turner,239853,TRUE,2016,67,0.603,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,"hip hop, pop",7pFeBzX627ff0VnN6bxPR4,male,23,US,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",3548691,spotify:artist:7pFeBzX627ff0VnN6bxPR4
Lil Uzi Vert,XO Tour Llif3,182706,TRUE,2017,81,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,hip hop,4O15NlyKLIASxsJ0PrXPfz,male,26,US,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",16381050,spotify:artist:4O15NlyKLIASxsJ0PrXPfz
Bruno Mars,Marry You,230192,FALSE,2010,75,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,pop,0du5cEVh5yTK9QJze8zA0C,male,34,US,"['dance pop', 'pop']",52946753,spotify:artist:0du5cEVh5yTK9QJze8zA0C
Darude,Sandstorm,225493,FALSE,2001,69,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,"pop, Dance/Electronic",0LhHRmSd1EYM5QdNeNnCoQ,male,45,FI,"['eurodance', 'finnish edm']",186940,spotify:artist:0LhHRmSd1EYM5QdNeNnCoQ
Nelly Furtado,Turn Off The Light,276106,FALSE,2000,1,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,"hip hop, pop, latin",2jw70GZXlAI8QzWeY2bgRc,female,41,CA,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",3676939,spotify:artist:2jw70GZXlAI8QzWeY2bgRc
The Strumbellas,Spirits,203653,FALSE,2016,71,0.556,0.658,0,-6.075,1,0.0265,0.164,0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop",6ujr1NkqbZpYOhquczUUfl,mixed,12,CA,"['canadian indie', 'folk-pop', 'stomp and holler']",266281,spotify:artist:6ujr1NkqbZpYOhquczUUfl
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,TRUE,2003,61,0.646,0.6,9,-6.569,1,0.458,0.231,0,0.0794,0.811,192.082,"hip hop, pop, R&B",0YWxKQj2Go9CGHCp77UOyy,male,42,US,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",2680964,spotify:artist:0YWxKQj2Go9CGHCp77UOyy
Bruno Mars,Grenade,222091,FALSE,2010,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,pop,0du5cEVh5yTK9QJze8zA0C,male,34,US,"['dance pop', 'pop']",52946753,spotify:artist:0du5cEVh5yTK9QJze8zA0C
Martin Jensen,Solo Dance,174933,FALSE,2016,0,0.744,0.836,6,-2.396,0,0.0507,0.0435,0,0.194,0.36,114.965,"pop, Dance/Electronic",4ehtJnVumNf6xzSCDk8aLB,male,28,DK,"['danish electronic', 'edm', 'pop dance']",1382618,spotify:artist:4ehtJnVumNf6xzSCDk8aLB
Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,"rock, pop",4gzpq5DPGxSnKTe4SA8HAU,mixed,23,GB,"['permanent wave', 'pop']",48792512,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Madonna,Music,225973,FALSE,2000,58,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,pop,6tbjWDEIzxoDsBA1FuhfPW,female,61,US,"['dance pop', 'pop']",7429353,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
Martin Garrix,In the Name of Love,195706,FALSE,2016,76,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,"pop, Dance/Electronic",60d24wfXkVzDSfLS6hyCjZ,male,24,NL,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",15781508,spotify:artist:60d24wfXkVzDSfLS6hyCjZ
The Weeknd,Call Out My Name,228373,FALSE,2018,80,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,"pop, R&B",1Xyo4u8uXC1ZmMpatF05PJ,male,30,CA,"['canadian contemporary r&b', 'canadian pop', 'pop']",75945958,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,FALSE,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0,0.259,0.762,128.024,"hip hop, pop, latin",0TnOYISbd1XYRBk9myaseg,male,39,US,"['dance pop', 'miami hip hop', 'pop']",10383655,spotify:artist:0TnOYISbd1XYRBk9myaseg
AJ Tracey,Ladbroke Grove,190537,FALSE,2019,69,0.903,0.839,11,-9.447,0,0.208,0.0939,0,0.102,0.727,133.986,"hip hop, Dance/Electronic",4Xi6LSfFqv26XgP9NKN26U,male,0,GB,"['grime', 'uk hip hop', 'ukg revival']",1262937,spotify:artist:4Xi6LSfFqv26XgP9NKN26U
Coldplay,Hymn for the Weekend,258266,FALSE,2015,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,"rock, pop",4gzpq5DPGxSnKTe4SA8HAU,mixed,23,GB,"['permanent wave', 'pop']",48792512,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Will Smith,Switch,197666,FALSE,2020,34,0.873,0.9,5,-4.325,0,0.18,0.0107,0.000502,0.556,0.478,102.516,"hip hop, pop",41qil2VaGbD194gaEcmmyx,male,51,US,"['hip hop', 'pop rap']",913682,spotify:artist:41qil2VaGbD194gaEcmmyx
A Boogie Wit da Hoodie,Look Back at It,179449,TRUE,2018,73,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,hip hop,31W5EY0aAly4Qieq6OFu6I,male,24,US,"['melodic rap', 'rap', 'trap']",7900124,spotify:artist:31W5EY0aAly4Qieq6OFu6I
Rita Ora,How We Do (Party),247026,TRUE,2012,48,0.738,0.922,7,-3.94,1,0.0833,0.0034,0,0.0986,0.689,116.024,"hip hop, pop, Dance/Electronic",5CCwRZC6euC8Odo6y9X8jr,female,29,GB,"['dance pop', 'pop', 'uk pop']",8393377,spotify:artist:5CCwRZC6euC8Odo6y9X8jr
Calvin Harris,Under Control (feat. Hurts),184280,FALSE,2014,72,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
blink-182,All The Small Things,167066,FALSE,1999,79,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,"rock, pop",6FBDaR13swtiWwGhX1WQsP,mixed,28,US,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",7984316,spotify:artist:6FBDaR13swtiWwGhX1WQsP
Adele,Skyfall,286480,FALSE,2012,74,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,"pop, R&B",4dpARuHxo51G3z768sgnrY,female,32,GB,"['british soul', 'pop', 'pop soul', 'uk pop']",53224523,spotify:artist:4dpARuHxo51G3z768sgnrY
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,TRUE,2017,75,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,"hip hop, pop",07YZf4WDAMNwqr4jfgOZ8y,male,30,US,"['dance pop', 'pop']",12044521,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
Linkin Park,BURN IT DOWN,230253,FALSE,2012,73,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,"rock, metal",6XyY86QOPPrYVGvF9ch6wz,mixed,21,US,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",24974390,spotify:artist:6XyY86QOPPrYVGvF9ch6wz
P!nk,Try,247906,FALSE,2012,76,0.674,0.628,2,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Taio Cruz,Break Your Heart,201546,FALSE,2010,74,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,"hip hop, pop",6MF9fzBmfXghAz953czmBC,male,40,GB,"['dance pop', 'pop', 'pop rap']",2273734,spotify:artist:6MF9fzBmfXghAz953czmBC
Ariana Grande,Problem,193920,FALSE,2014,73,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.008,pop,66CXWjxzNUsdJxJ2JdwvnR,female,27,US,['pop'],95710972,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
Anastacia,I'm Outta Love - Radio Edit,245400,FALSE,1999,64,0.761,0.716,10,-5.8,0,0.056,0.396,0,0.0771,0.649,119.41,pop,2siHvYaxjaW5rKVRiIrMYH,female,51,US,[],377924,spotify:artist:2siHvYaxjaW5rKVRiIrMYH
Adele,Someone Like You,285240,FALSE,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047,"pop, R&B",4dpARuHxo51G3z768sgnrY,female,32,GB,"['british soul', 'pop', 'pop soul', 'uk pop']",53224523,spotify:artist:4dpARuHxo51G3z768sgnrY
Tove Lo,Talking Body,238426,TRUE,2014,66,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,"pop, Dance/Electronic",4NHQUGzhtTLFvgF5SZesLK,female,32,SE,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",3544581,spotify:artist:4NHQUGzhtTLFvgF5SZesLK
EO,German,170825,FALSE,2018,67,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86E-05,0.191,0.852,103.019,"hip hop, pop",0M42FTSaBb8W0laID5CR0U,male,0,US,"['afroswing', 'uk hip hop']",131161,spotify:artist:0M42FTSaBb8W0laID5CR0U
David Guetta,Flames,194680,FALSE,2018,59,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.80E-06,0.0934,0.421,93.95,"hip hop, pop, Dance/Electronic",1Cs0zKBU1kc0i8ypK3B9ai,male,52,FR,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26584415,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
Westlife,My Love,231760,FALSE,2000,68,0.491,0.593,0,-5.975,1,0.0255,0.098,0,0.257,0.328,144.142,pop,5Z1CCuBsyhEHngq3U5IraY,mixed,22,IE,['boy band'],3988755,spotify:artist:5Z1CCuBsyhEHngq3U5IraY
Jeremih,Don't Tell 'Em,266840,TRUE,2015,74,0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,"hip hop, pop, R&B",3KV3p5EY4AvKxOlhGHORLg,male,33,US,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']",6610374,spotify:artist:3KV3p5EY4AvKxOlhGHORLg
Sigala,Sweet Lovin' - Radio Edit,202149,FALSE,2015,46,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78E-06,0.336,0.674,124.977,"pop, Dance/Electronic",1IueXOQyABrMOprrzwQJWN,male,26,GB,"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",1586713,spotify:artist:1IueXOQyABrMOprrzwQJWN
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,FALSE,2007,46,0.626,0.906,0,-4.334,1,0.0403,0.00128,8.52E-06,0.137,0.346,118.035,pop,3hv9jJF3adDNsBSIQDqcjp,male,44,GB,['pop soul'],1053553,spotify:artist:3hv9jJF3adDNsBSIQDqcjp
Halsey,Without Me,201660,TRUE,2018,77,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,"pop, Dance/Electronic",26VFTg2z8YR0cCuwLzESi2,female,25,US,"['electropop', 'etherpop', 'indie poptimism', 'pop']",21287602,spotify:artist:26VFTg2z8YR0cCuwLzESi2
JAY-Z,Ni**as In Paris,219333,TRUE,2011,82,0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,hip hop,3nFkdlSjzX9mRTtwJOzDYB,male,50,US,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",8836851,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB
Nickelback,Gotta Be Somebody,252653,FALSE,2008,62,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,"rock, metal",6deZN1bslXzeGvOLaLMOIF,mixed,25,CA,"['alternative metal', 'canadian rock', 'post-grunge']",6650490,spotify:artist:6deZN1bslXzeGvOLaLMOIF
Pia Mia,Do It Again,207746,TRUE,2015,72,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95,"pop, R&B",1BhWF9W2PngtPSyobKg0rP,female,23,US,"['dance pop', 'pop', 'post-teen pop']",2002459,spotify:artist:1BhWF9W2PngtPSyobKg0rP
Macklemore,Glorious (feat. Skylar Grey),220454,TRUE,2017,74,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,"hip hop, pop",3JhNCzhSMTxs9WLGJJxWOY,male,37,US,"['pop rap', 'seattle hip hop']",2142670,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY
Coldplay,Viva La Vida,242373,FALSE,2008,80,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,"rock, pop",4gzpq5DPGxSnKTe4SA8HAU,mixed,23,GB,"['permanent wave', 'pop']",48792512,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Ludacris,How Low,201586,TRUE,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,"hip hop, pop",3ipn9JLAPI5GUEo4y4jcoi,male,42,US,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2758032,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi
Taylor Swift,Look What You Made Me Do,211853,FALSE,2017,76,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
G-Eazy,"Me, Myself & I",251466,TRUE,2015,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,"hip hop, pop",02kJSzxNuaWGqwubyUba0Z,male,31,US,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",5234548,spotify:artist:02kJSzxNuaWGqwubyUba0Z
Billie Eilish,bury a friend,193143,FALSE,2019,75,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,"pop, Dance/Electronic",6qqNVTkY8uBg9cP3Jd7DAH,female,18,US,"['art pop', 'pop']",89957369,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH
Post Malone,Better Now,231266,TRUE,2018,80,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,hip hop,246dkjvS1zLTtiykXe5h60,male,25,US,"['dfw rap', 'melodic rap', 'pop', 'rap']",43130108,spotify:artist:246dkjvS1zLTtiykXe5h60
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,FALSE,2016,68,0.632,0.702,7,-5.92,1,0.148,0.0114,0,0.108,0.523,162.958,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Post Malone,Wow.,149546,TRUE,2019,79,0.829,0.539,11,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,hip hop,246dkjvS1zLTtiykXe5h60,male,25,US,"['dfw rap', 'melodic rap', 'pop', 'rap']",43130108,spotify:artist:246dkjvS1zLTtiykXe5h60
Kylie Minogue,Can't Get You out of My Head,230640,FALSE,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,"pop, Dance/Electronic",4RVnAU35WRWra6OZ3CbbMA,female,52,AU,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",1870729,spotify:artist:4RVnAU35WRWra6OZ3CbbMA
Adele,Rolling in the Deep,228093,TRUE,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,"pop, R&B",4dpARuHxo51G3z768sgnrY,female,32,GB,"['british soul', 'pop', 'pop soul', 'uk pop']",53224523,spotify:artist:4dpARuHxo51G3z768sgnrY
Ginuwine,Differences,265533,FALSE,2001,65,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,"hip hop, pop, R&B",7r8RF1tN2A4CiGEplkp1oP,male,49,US,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",2552308,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2018,76,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,"hip hop, pop, Dance/Electronic",540vIaP2JwjQb9dm3aArA4,male,34,FR,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",8808981,spotify:artist:540vIaP2JwjQb9dm3aArA4
50 Cent,Outta Control - Remix,247506,TRUE,2005,60,0.772,0.599,8,-5.996,0,0.246,0.0277,0,0.0839,0.557,92.029,"hip hop, pop",3q7HBObVc0L8jNeTe5Gofh,male,45,US,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",13190905,spotify:artist:3q7HBObVc0L8jNeTe5Gofh
Katy Perry,Firework,227893,FALSE,2010,72,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Charlie Puth,How Long,200853,FALSE,2018,72,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,pop,6VuMaDnrHyPL1p4EHjYLi7,male,28,US,"['pop', 'viral pop']",22013348,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7
Daniel Powter,Bad Day,233640,FALSE,2005,74,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,pop,7xTcuBOIAAIGDOSvwYFPzk,male,49,CA,"['canadian pop', 'neo mellow', 'pop rock']",262479,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk
Florida Georgia Line,Cruise,208960,FALSE,2012,57,0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,country,3b8QkneNDz4JHKKKlLgYZg,mixed,10,US,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",5445623,spotify:artist:3b8QkneNDz4JHKKKlLgYZg
Snoop Dogg,Sensual Seduction,245520,FALSE,2007,56,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46E-05,0.0578,0.504,120.163,"hip hop, pop",7hJcb9fa4alzcOq3EaNPoG,male,48,US,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",10780809,spotify:artist:7hJcb9fa4alzcOq3EaNPoG
Lady Gaga,Paparazzi,208306,FALSE,2008,70,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,pop,1HY2Jd0NmPuamShAr6KMms,female,34,US,"['art pop', 'dance pop', 'pop']",28787306,spotify:artist:1HY2Jd0NmPuamShAr6KMms
Kelly Rowland,Work,207920,FALSE,2010,34,0.888,0.823,10,-6.351,0,0.0538,0.00499,0,0.291,0.623,102.757,"hip hop, pop, R&B",3AuMNF8rQAKOzjYppFNAoB,female,39,US,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",3536679,spotify:artist:3AuMNF8rQAKOzjYppFNAoB
Sean Paul,She Doesn't Mind,227786,FALSE,2012,70,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.30E-06,0.207,0.622,120.015,"hip hop, pop",3Isy6kedDrgPYoTS1dazA9,male,47,JM,"['dance pop', 'dancehall', 'pop', 'pop rap']",4582173,spotify:artist:3Isy6kedDrgPYoTS1dazA9
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,FALSE,2012,65,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
Sebastian Ingrosso,Reload - Radio Edit,221272,FALSE,2013,68,0.485,0.724,9,-4.633,0,0.0521,0.0736,0,0.0631,0.433,128.045,"pop, Dance/Electronic",6hyMWrxGBsOx6sWcVj1DqP,male,37,SE,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",974156,spotify:artist:6hyMWrxGBsOx6sWcVj1DqP
Tinie Tempah,Pass Out,268053,TRUE,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic",0Tob4H0FLtEONHU1MjpUEp,male,31,GB,"['dance pop', 'grime', 'pop rap']",867156,spotify:artist:0Tob4H0FLtEONHU1MjpUEp
Lady Gaga,Just Dance,241933,FALSE,2008,76,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,pop,1HY2Jd0NmPuamShAr6KMms,female,34,US,"['art pop', 'dance pop', 'pop']",28787306,spotify:artist:1HY2Jd0NmPuamShAr6KMms
Katy Perry,Waking Up In Vegas,199186,FALSE,2008,49,0.524,0.878,5,-3.108,0,0.0346,0.0012,0,0.098,0.59,130.989,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
N.E.R.D,She Wants To Move,213786,FALSE,2004,57,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,hip hop,5wPoxI5si3eJsYYwyXV4Wi,mixed,0,FI,"['hip hop', 'virginia hip hop']",827367,spotify:artist:5wPoxI5si3eJsYYwyXV4Wi
Justin Bieber,What Do You Mean?,205680,FALSE,2015,77,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop,1uNFoZAHBGtllmzznpCI3s,male,26,CA,"['canadian pop', 'pop']",75112165,spotify:artist:1uNFoZAHBGtllmzznpCI3s
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,FALSE,2017,71,0.653,0.718,3,-5.232,0,0.213,0.00413,0,0.0537,0.216,82.034,"hip hop, pop",6TIYQ3jFPwQSRmorSezPxX,male,30,US,"['ohio hip hop', 'pop rap']",5183472,spotify:artist:6TIYQ3jFPwQSRmorSezPxX
Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,"rock, pop",4gzpq5DPGxSnKTe4SA8HAU,mixed,23,GB,"['permanent wave', 'pop']",48792512,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,TRUE,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11E-05,0.402,0.658,125.03,"pop, Dance/Electronic",1h6Cn3P4NGzXbaXidqURXs,mixed,12,SE,"['edm', 'pop dance', 'progressive electro house']",3813914,spotify:artist:1h6Cn3P4NGzXbaXidqURXs
P!nk,Who Knew,208493,FALSE,2006,0,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Jax Jones,All Day And Night,169303,FALSE,2019,60,0.585,0.782,1,-4.101,0,0.0897,0.269,0,0.156,0.521,121.908,"hip hop, pop, Dance/Electronic",4Q6nIcaBED8qUel8bBx6Cr,male,33,GB,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",1155788,spotify:artist:4Q6nIcaBED8qUel8bBx6Cr
Nelly Furtado,Say It Right,223080,FALSE,2006,81,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,"hip hop, pop, latin",2jw70GZXlAI8QzWeY2bgRc,female,41,CA,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",3676939,spotify:artist:2jw70GZXlAI8QzWeY2bgRc
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,TRUE,2014,55,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,"hip hop, pop, R&B",0f5nVCcR06GX8Qikz0COtT,male,35,US,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2859499,spotify:artist:0f5nVCcR06GX8Qikz0COtT
